"ECON 2140","10750","7210","0","0","12","5","0"
"PSY 18","10754","8560","1","3","16","3","0"
"PHYSICS 95","10755","2806","0","6","1","1","0"
"PHYSICS 251a","10756","2191","0","0","10","14","4"
"MATH 25a","10758","1525","0","2","6","9","13"
"ENG-SCI 202","10761","5080","0","0","3","3","3"
"ECON 975","10762","3281","0","0","4","4","1"
"ECON 2110","10764","7213","0","0","10","5","4"
"ECON 2530a","10765","4537","0","0","5","5","0"
"CHNSE Bx","10766","7066","1","6","17","8","1"
"LATIN Bam","10767","7123","0","0","2","2","1"
"ANTHRO 98xa","10769","2959","0","1","4","0","0"
"SPANSH Ax","10771","5318","0","1","4","1","0"
"SLAVIC 113","10774","0955","1","0","6","1","0"
"FRSEMR 21s","10775","2067","0","2","2","0","0"
"VIETNAM Ba","10777","3873","0","1","2","2","1"
"GOV 1100","10779","7687","0","1","3","1","0"
"GERMAN 65","10780","2678","0","1","2","0","0"
"MATH 121","10785","7009","0","3","2","5","0"
"GOV 2105","10786","0154","0","0","2","1","1"
"ECON 1640","10787","7875","1","1","6","5","1"
"JAPNHIST 115","10788","5756","0","0","3","3","0"
"SOCIOL 203a","10789","3315","0","0","5","4","4"
"ECON 2723","10790","2847","0","0","1","4","2"
"FRENCH 70b","10791","6720","0","3","10","2","0"
"ANTHRO 1010","10793","8727","2","7","5","0","0"
"GERMAN 62","10797","2201","0","2","4","2","1"
"FRSEMR 25w","10799","0049","0","3","3","0","0"
"ANTHRO 1850","10800","1686","0","1","6","0","0"
"FRSEMR 25k","10801","3913","2","2","2","0","0"
"FOLKMYTH 114","10803","7982","0","0","2","0","0"
"CLASARCH 100","10805","3132","0","1","6","1","0"
"ESPP 78","10807","3613","1","2","9","3","1"
"FRSEMR 22z","10808","8839","4","4","1","0","0"
"SOCIOL 243","10810","2022","0","0","3","1","0"
"HEB 1418","10812","1437","0","1","2","1","0"
"GOV 1368","10818","8971","4","13","21","4","4"
"PSY 1950","10819","4889","0","2","3","4","1"
"IRANIAN 209b","10825","18317","0","0","3","0","0"
"FRSEMR 49n","10826","9965","3","2","2","0","0"
"PHIL 161","10831","7414","0","1","4","1","0"
"ENG-SCI 249","10836","3145","0","2","0","0","0"
"ECON 980b","10839","1581","0","0","7","2","0"
"STAT 231","10844","7537","0","0","5","5","0"
"ENGLISH Ckr","10849","6781","0","0","6","2","0"
"OEB 253r","10851","8104","0","0","1","0","0"
"VES 51a","10852","7526","0","0","3","3","0"
"PHYSICS 15c","10855","8676","0","1","4","6","4"
"HIST-LIT 91r","10857","0334","0","1","6","0","0"
"LATIN Aab","10862","7111","0","1","0","2","2"
"SLAVIC 103","10866","8638","0","2","2","2","0"
"STAT 100","10867","3808","1","24","36","11","3"
"PSY 2530r","10868","2364","0","0","1","0","1"
"AFRAMER 90r","10869","7010","0","4","12","3","2"
"PSY 2570r","10872","4440","1","1","0","0","0"
"MODGRK B","10877","8187","0","0","2","0","0"
"SWAHILI A","10881","1878","0","3","5","0","0"
"COMPSCI 226r","10884","1749","2","3","13","6","1"
"APMTH 205","10885","1370","1","3","10","1","0"
"ASTRON 251","10887","5381","0","0","5","2","0"
"HAA 242","10888","7561","0","0","1","1","0"
"OEB 275r","10889","5004","0","1","2","1","0"
"BIOSTAT 235","10891","7549","0","1","3","1","0"
"JAPAN 140a","10897","3688","0","1","3","3","1"
"PSY 13","10898","8706","0","5","4","0","0"
"PHYSICS 16","10899","2019","1","2","6","15","19"
"NEUROBIO 220","10901","2141","1","1","3","2","0"
"MATH 213a","10902","1621","1","1","2","10","1"
"ENG-SCI 181","10906","3889","0","0","3","8","3"
"ECON 2610","10907","3766","0","0","2","2","2"
"CHNSE 106a","10908","1185","0","1","10","2","0"
"KOREAN 130a","10909","2071","0","0","5","4","1"
"GREEK Ba","10910","4696","0","1","6","2","0"
"CHEM 242","10911","2971","0","0","1","2","4"
"MCB 52","10912","1938","1","7","54","68","30"
"MCB 169","10913","2518","0","0","7","22","11"
"APMTH 201","10915","3241","0","2","15","11","1"
"PHIL 3","10917","1996","1","5","13","2","0"
"SLAVIC Ac","10919","0496","0","1","2","3","0"
"STAT 210","10921","2487","0","0","1","5","5"
"STAT 104","10922","4582","2","18","58","18","2"
"MCB 115","10923","8703","0","1","3","1","0"
"ENG-SCI 139","10925","0994","2","5","2","0","0"
"CHNSE 150a","10927","5621","0","1","3","9","0"
"BIOSTAT 230","10928","6183","0","0","2","0","4"
"ECON 2010c","10930","4431","0","0","5","6","2"
"LING 130","10934","76462","1","4","3","0","0"
"FRSEMR 25p","10936","1838","1","8","1","0","0"
"STAT 135","10938","3451","1","0","11","1","0"
"ENG-SCI 207","10940","5993","1","1","3","2","0"
"ANE 100","10941","0702","0","0","3","1","0"
"ECON 1393","10946","6516","2","2","10","0","0"
"GOV 1780","10947","0272","1","5","9","4","1"
"ENG-SCI 222","10948","0696","0","0","2","5","1"
"EASTD 140","10950","0856","1","3","8","0","0"
"FRSEMR 26j","10952","7529","1","8","0","0","0"
"SOCIOL 165","10968","8272","0","10","9","0","0"
"ESPP 90a","10974","2189","0","9","4","0","0"
"KOREAN Bxa","10984","0120","0","0","2","1","0"
"ENGLISH Crr","10986","1893","0","0","6","4","0"
"NEC 98r","10989","2612","0","0","0","0","0"
"GOV 99r","10990","3652","2","10","12","6","1"
"SEMPHIL 140","11006","8602","0","0","0","1","0"
"HAA 70","11007","4593","0","9","24","3","0"
"GOV 1730","11010","6806","2","1","13","22","5"
"PHYSICS 283b","11014","7153","2","0","6","3","0"
"MATH 141","11017","0600","2","0","1","0","1"
"LING 171","11018","4346","0","0","0","0","0"
"PSY 2010","11020","6515","0","1","6","1","0"
"TURKISH 120a","11021","4009","0","1","2","3","0"
"NEUROBIO 200","11022","6062","0","1","2","5","1"
"MATH 212a","11023","5446","0","0","5","3","1"
"GOV 20","11026","6166","1","12","55","9","3"
"ECON 2020a","11027","0339","0","0","1","7","1"
"ECON 2010a","11028","8656","0","0","5","10","6"
"JAPAN Ba","11029","2014","1","7","21","3","2"
"GENETIC 201","11030","4225","1","3","11","12","0"
"ANTHRO 2650a","11031","1752","0","0","2","0","1"
"PHYSICS 210","11034","4840","0","0","2","4","2"
"ECON 2040","11035","8485","0","2","1","0","0"
"KOREAN 150a","11038","1936","0","0","0","0","1"
"GOV 2285","11040","1566","0","0","1","1","3"
"HIST 1877a","11042","1770","0","5","6","2","0"
"MATH 131","11043","2381","2","4","12","7","12"
"MATH 153","11044","3004","0","6","8","2","0"
"VES 71","11046","1971","2","6","11","1","0"
"BIOSTAT 232","11048","0131","1","1","3","1","0"
"FRSEMR 25g","11051","8075","3","5","0","0","0"
"OEB 107","11057","1318","0","0","3","5","0"
"PSY 1801","11059","4906","0","0","0","3","1"
"MUSIC 2","11062","0645","3","8","18","10","0"
"VES 96r","11064","7299","1","0","6","0","0"
"HAA 271x","11069","1598","0","0","1","2","0"
"PSY 1352","11071","9399","0","0","3","0","0"
"PHYSICS 175","11072","9076","0","1","7","1","0"
"COMPLIT 263","11086","3125","0","2","4","1","0"
"FRSEMR 25n","11087","9589","0","5","4","0","0"
"LING 83","11092","8319","0","3","3","1","1"
"ECON 1018","11096","1775","1","8","12","4","1"
"ENGLISH Clr","11099","6121","1","3","3","1","0"
"PHYSICS 123","11102","0864","0","0","4","7","7"
"MATH 60r","11103","8500","0","0","1","1","1"
"LING 97r","11104","1791","1","0","4","0","0"
"HEB 91r","11110","3631","0","0","1","0","0"
"ARABIC A","11112","5773","1","8","17","24","6"
"GERMAN A","11113","4294","1","10","18","4","1"
"SOCIOL 99","11118","6237","1","1","1","0","1"
"FRENCH 259","11124","3349","0","0","1","1","0"
"MANCHU A","11127","8961","0","0","2","1","0"
"CELTIC 184","11128","2150","0","0","3","1","0"
"APPHY 195","11129","1842","0","1","6","3","1"
"ASTRON 201a","11132","4303","0","5","5","0","0"
"MCB 176","11133","3186","1","5","5","2","0"
"LATIN 112a","11134","7099","0","0","3","8","0"
"CHEM 163","11135","3635","0","0","8","9","2"
"HEB 1463","11136","3359","0","1","10","1","0"
"E-PSCI 270r","11139","8230","0","0","2","2","0"
"APMTH 106","11142","3871","0","1","1","2","1"
"PHYSICS 11a","11144","3131","0","8","26","22","3"
"GOV 2005","11146","1719","1","1","3","4","2"
"ENG-SCI 154","11148","6319","0","0","1","1","1"
"ECON 1011a","11149","7230","2","5","12","29","32"
"ECON 2450a","11150","1339","0","2","2","2","0"
"CHNSE 120a","11151","4283","0","2","6","8","3"
"CHNSE 142a","11152","3900","0","1","6","1","0"
"COMPSCI 121","11155","0669","2","3","12","10","6"
"GREEK Aa","11156","0129","0","1","1","5","3"
"ENGLISH 90lv","11158","3200","2","5","5","1","0"
"SOCIOL 128","11160","5979","2","4","13","1","0"
"JAPAN 210a","11161","9182","0","0","2","0","1"
"ASTRON 150","11163","8993","1","1","4","0","0"
"ECON 2680","11164","6529","0","0","2","0","1"
"SPANSH 97","11165","2315","0","0","3","2","2"
"ENG-SCI 272","11166","5157","0","0","1","2","1"
"ANTHRO 1610","11168","2622","0","1","7","2","0"
"ENG-SCI 275","11169","9815","0","1","7","1","0"
"ECON 1542","11170","2613","0","0","2","5","2"
"HEB 1330","11172","4332","1","0","5","1","0"
"ENGLISH 131","11173","8005","0","2","3","1","0"
"ENG-SCI 190","11174","6973","0","2","8","2","0"
"LATIN 201","11175","7642","0","0","0","1","0"
"PHIL 147","11177","8887","0","1","6","2","0"
"FRSEMR 25z","11179","1691","0","3","1","0","0"
"FRSEMR 41p","11180","2004","1","3","3","0","0"
"COMPLIT 275","11182","3105","0","0","6","3","0"
"STAT 131","11183","8291","0","0","0","1","0"
"AFRAMER 218","11184","9951","0","0","0","5","1"
"GOV 1170","11185","2585","0","1","3","1","0"
"MCB 173","11187","3836","0","5","7","3","0"
"SOCIOL 25","11189","3609","2","13","23","5","0"
"LING 115","11194","1549","0","0","5","4","1"
